Target sentence,Prediced sentence,Word error rate,Character error rate
Cầu Vượt Biển Lớn Nhất Thế Giới,Cầu Vượt Biển Lớn Nhất Thế Giới,0.0,0.0
18 tháng 6: omid nouripour,18 tháng 6: omid nouripour,0.0,0.0
cây cầu mang phong cách đơn giản hóa,cây cầu mang phong cách đơn giản hóa,0.0,0.0
8 Bị Bắt,8 Bị Bắt,0.0,0.0
Cau Vinh Truong,Cau Vinh Truong,0.0,0.0
cấu trúc làng,cấu trúc làng,0.0,0.0
1877),1877),0.0,0.0
Cau Verrazano,Cau Verrazano,0.0,0.0
CẦU TRẦN THỊ LÝ,CẦN TRẦN THỊ CÝ,0.5,0.13333334028720856
1909 – Peter Drucker,1909  Peter Drucker,0.25,0.05000000074505806
Cau truc nay duoc mot so hoc gia dua vao he thong mora thay vi syllabic,Cau truc nay duoc mot so hoc gia dua vao he thong mora thay vi syllabic,0.0,0.0
cấu trúc,cấu trúc,0.0,0.0
1903 - AGNÈS NGUYỄN HỮU HÀO,1903 - AGNÈS NGUYỄN HỮU HÀO,0.0,0.0
cấu trúc windows nt,cấu trúc windous nt,0.25,0.05263157933950424
1894 – ned williamson,1894  ned williamson,0.25,0.0476190485060215
1877 - Nathan Bedford Forrest,1877 - Nathan Bedford Forrest,0.0,0.0
1909 - Attilio Demaria,1909 - Attilio Demaria,0.0,0.0
CẦU TREO TÀ LÀI,CẦU TREO TÀ LÀI,0.0,0.0
cá và thịt,CÁ VÀ THỊT,1.0,0.800000011920929
Cây Cầu Dừa (hát cùng Hoài Tâm),Cây Cầu Dừa (hát cùng Hoài Tâm),0.0,0.0
1 and 2 (1897/1899),1 and 2 (1897/1899),0.0,0.0
2 Tháng 6 - Fil Villarreal,2 Tháng 6 - Fil Villarreal,0.0,0.0
1917 – Billy Conn,1917  Billy Conn,0.25,0.05882352963089943
bat nguon vao nam nam 1973,bat nguon vao nam nam 1973,0.0,0.0
cau vinh Hang Chau nam tren dia ban Chiet Giang,cau vinh Hang Chau nam tren dia ban Chiet Giang,0.0,0.0
1889 – Gabriel Marcel,1889  Gabriel Marcel,0.25,0.0476190485060215
1921-22 liên xô với 5 triệu người chết vì đói khát bởi hạn hán,1921-22 liên xô với 5 triệu người chết vì đói khát bởi hạn hán,0.0,0.0
10 Bước Để Trở Thành Người Chồng Tốtchó Là Loài Động Vật Nuôi Đầu Tiên Được Con Người Thuần Hóa Cách Đây 15.000 Năm Vào Cuối Kỷ Băng Hà,10 ĐốcĐể Trở Thánh Người Chống Ttch Là LaàiĐộng Vt NniĐầu Tên Đợc o Người hn óá CáchĐãy 100 Năm Và Cố K ảng Hà,0.7586206793785095,0.2518518567085266
1925 – Malcolm X,1925  Malcolm X,0.25,0.0625
Cavalier King Charles Spaniel: Your Happy Healthy Pet (Ấn Bản 2),Cavalier King Charles Spaniel: Your Happy Healthy Pet (Ấn Bản 2),0.0,0.0
Cả Về Số Vận Động Viên Và Khán Giả,Cả Về Số Vận Động Viên Và Khán Giả,0.0,0.0
1920 – montgomery clift,1920  montgomery clift,0.25,0.043478261679410934
bắt nộp sản vật,bắt nộp sản vật,0.0,0.0
1918 – ĐỨC KÝ KẾT THỎA THUẬN ĐÌNH CHIẾN VỚI CÁC NƯỚC ĐỒNG MINH,1918  ĐỨC KÝ KẾT THỎA THUẬN ĐÌNH CHIẾN VỚI CÁC NƯỚC ĐỒNG MINH,0.0714285746216774,0.016129031777381897
cấu trúc xã hội vùng new england lập nền trên vầng đá tảng là các gia đình thanh giáo,cấu trúc xã hội vùng new england lập nền trên vầng đá tảng là các gia đình thanh giáo,0.0,0.0
Cấu Trúc Của Nguyên Tử Bản Lưu Quantum Mechanics 22/4/2004,Cấu Trúc Của Nguyên Tử Bản Lưu Quantum Mechanics 22/4/2004,0.0,0.0
1Bao gom 2012 FA Community Shield va 2015 FA Community Shield,1Bao gom 2012 FA Community Shield va 2015 FA Community Shield,0.0,0.0
1928 – FRITZ RASCHIG,1928  FRITZ RASCHIG,0.25,0.05000000074505806
1922 - Olga Aleksandrovna Ladyzhenskaya,1922 - Olga Aleksandrovna Ladyzhenskaya,0.0,0.0
Câu Trả Lời Chính Thức Của Nghị Viện Là Kazakhstan Chỉ Có Thể Đề Nghị Tư Cách Thành Viên Đầy Đủ,Câu Trả Lới Chính Thức Của Nghị Viện Là Kazakhstan ChỉCó Thể Đề Nghị Tư Cách Thành Viên Đầy Đủ,0.1428571492433548,0.021052632480859756
1926 – Robert Fogel,1926  Robert Fogel,0.25,0.05263157933950424
ba to chuc mot cuoc khang nghi trong tong tuyen cu nam 1893,ba to chuc mot cuoc khang nghi trong tong tuyen cu nam 1893,0.0,0.0
1879 - THOMAS COUTURE,1879 - THOMAS COUTURE,0.0,0.0
cau Truong Tien bi danh sap 2 lan,cau Truong Tien bi danh sap 2 lan,0.0,0.0
1879,1879,0.0,0.0
CÂY CAU ĐƯỢC TRỒNG Ở CÁC KHU VỰC ẤM ÁP CỦA CHÂU Á ĐỂ LẤY QUẢ KHI CÒN NON CÓ MÀU XANH ÁNH VÀNG,CÂY CAU ĐƯỢC TRỒNG Ở CÁC KHU VỰC ẤM ÁP CỦA CHÂU Á ĐỂ LẤY QUẢ KHI CÒN NON CÓ MÀU XANH ÁNH VÀNG,0.0,0.0
CẤU TRÚC ĐỊA CHẤT CHUNG CỦA PEAK DISTRICT LÀ MỘT MÁI VÒM RỘNG (XEM HÌNH DƯỚI ĐÂY),CÂU TRÚC ĐỊA CHẤT CHUNG CỦA PEAK DISTRICT LÀ MỘT MÁI VÒM RỘNG (XEM HÌNH DƯỚI ĐÂY),0.05882352963089943,0.012345679104328156
2 THÁNG 6: NIKKI COX,2 THÁNG 6: NIKKI COX,0.0,0.0
Caxton's Chaucer Complete digitized texts of Caxton's two earliest editions of the Canterbury Tales from the British Library,Caten i haumer Conphiet dgtedtres of Cartn's tao adied ahies f the Canatebory Trte fuon thi atih Phrung,0.8888888955116272,0.4193548262119293
cay bach chi (Angelica archangelica),cay bach chi (Angelioa archangelica),0.20000000298023224,0.02777777798473835
10.9.2 Build 13C64,10.9.2 Build 13C64,0.0,0.0
“Cavalier King Charles Spaniel”,"""Cavalier King Charles Spaniel""",0.5,0.06451612710952759
1928 - daniel nathans,1928 - daniel nathans,0.0,0.0
Cấu Trúc Hội Đồng Cai Trị Kashag Và Xã Hội Tây Tạng Được Duy Trì,Cấu Trúc Hội Đồng Cai Trị Kashag Và Xã Hội Tây Tạng Được Duy Trì,0.0,0.0
cá và giò heo thêm gia vị tùy theo từng loại bánh canh,cá và giờ heo thêm gia vị tùy theo từng loại bánh canh,0.07692307978868484,0.018518518656492233
2 tháng 6: động đất trên java,2 tháng 6: động đất trên java,0.0,0.0
(1907),(1907),0.0,0.0
10-ISBN 0231049404/13-ISBN 9780231049405;,10-ISBN 0231049404/13-ISBN 9780231049405,0.3333333432674408,0.024390242993831635
19 tuổi,19 tuổii ,0.5,0.2857142984867096
cấu trúc của một đại số lie abelian là không có gì đáng nói;,cấu trúc của một đại số lie abelian là không có gì đáng nói,0.0714285746216774,0.01666666753590107
18 tháng 12 - václav havel nhà văn và nhà viết kịch séc,18 tháng 12 - václav havel nhà văn và nhà viết kịch séc,0.0,0.0
ANDREW MANZE & THE ENGLISH CONCERT),ANDREW MANZE & THE ENGLISH CONCERT),0.0,0.0
Bắt Nhiều Tù Binh Làm Nô Lệ,Bắt Nhiều Tù Binh Làm Nô Lệ,0.0,0.0
1 bệnh viện điều dưỡng và phục hồi chức năng,1bệnh viện điều dưỡng và phục hồi chức năng,0.20000000298023224,0.022727273404598236
8KB BỘ ĐỆM DỮ LIỆU,8KB BỘ ĐỆM DỮ LIỆU,0.0,0.0
19 tính điểm),19 tính điểm),0.0,0.0
cấu trúc tòa án có ba nhánh lớn là dân sự,cấu trúc tòa án có ba nhánh lớn là dân sự,0.0,0.0
1876 - người mỹ henry augustus rowland chứng minh rằng một điện tích di động tạo ra từ trường,1876 - người mỹ henry augustus rowland chứng minh rằng một điện tích di động tạo ra từ trường,0.0,0.0
1877 – hans heysen,1877  hans heysen,0.25,0.0555555559694767
cấu trúc dân số hợp lý,cấu trúc dân số hợp lý,0.0,0.0
1 Bệnh viện điều dưỡng và phục hồi chức năng và 56 trạm y tế,1 Bệnh viện điều dưỡng và phục hồi chức năng và 56 trạm y tề,0.06666667014360428,0.01666666753590107
Ca va go cung la hai nguon loi quan trong cua Angola,Ca va go cung la hai nguon loi quan trong cua Angola,0.0,0.0
1890 – HOÀNG THỊ CÚC,1890  HOÀNG THỊ CÚC),0.4000000059604645,0.10000000149011612
1916 – Trong Chiến tranh Thế giới thứ nhất,1916  Trong Chiến tranh Thế giới thứ nhất,0.1111111119389534,0.02380952425301075
1914 – CHIẾN TRANH THẾ GIỚI THỨ NHẤT: NGÀY ĐẪM MÁU NHẤT TRONG LỊCH SỬ QUÂN SỰ PHÁP VỚI 27.000 BINH SĨ TỬ TRẬN KHI GIAO TRANH TẠI ROSSIGNOL TRONG KHUÔN KHỔ TRẬN ARDENNES,191 H H A A A A C S A S O A H R H RS RO O H DOANS,1.0,0.7678571343421936
cá và rùa đã được ghi nhận bao gồm một số loài có nguy cơ tuyệt chủng hoặc bị đe dọa tuyệt chủng,cá và rùa đã được ghi nhận bao gồm một số loài có nguy cơ tuyệt chủng hoặc bị đe dọa tuyệt chủng,0.0,0.0
cavalier king charles spaniel là một giống chó nhỏ nhắn cân đối,cavalier king charles spaniel là một giống chó nhỏ nhấn cân đối,0.0833333358168602,0.01587301678955555
BẮT NGUỒN TỪ QUAN HỆ HAI BỜ EO BIỂN ĐÀI LOAN,BẮT NGUỒN TỪ QUAN HỆ HAI BỜ EO BIỂN ĐÀI LOAN,0.0,0.0
Cấu trúc tinh thể,Câu trúc tinh thế,0.5,0.11764705926179886
Cay cau La Ma lon nhat la cay cau Trajan bac qua ha luu song Danube,Cay cau La Ma lon nhat la cay cau Trajan bac qua ha luu song Danube,0.0,0.0
1897 - JOHN LAURIE,1897 - JOHN LAURIE,0.0,0.0
19 tinh deu co 1 thanh pho va 1 thi xa truc thuoc la: Bac Lieu (thanh pho Bac Lieu,19 tinh deu co 1 thanh pho va 1 thi xa truc thuoc la: Bac Lieu (thanh pho Bac Lieu,0.0,0.0
Cau van tro nen linh hoat,Cau van tro nen linh hoat,0.0,0.0
Cấu Trúc Mạng Gsm,Cấu Trúc Mạng Gsm,0.0,0.0
Cau truc da nguyen tu: Cau truc lap phuong cung ton tai trong cac chat co nhieu loai nguyen tu,Cau truc da nguyen tu: Cau truc lap phuong cung ton tai trong cac chat co nhieu loai nguyen tu,0.0,0.0
1908 - Edmondo De Amicis,1908 - Edmondo De Amicis,0.0,0.0
"""cả về doanh số bán hàng và giá trị xác định trên thị trường chứng khoán,là do chiến lược phát triển game trên đa hệ máy và việc tạo ra các thương hiệu mạnh trong nhiều năm""",cá n n h h c h h ưng h tn h na,1.0,0.8323699235916138
"""cây bút máy nổi tiếng Parker 51 có đầu là hợp kim rutheni và iridi (với 3,8% iridi)""","""cây bút máy nổi tiếng Parker 51 có đầu là hợp kim rutheni và tridi (với 3,8% iridi)""",0.0555555559694767,0.0117647061124444
Cau truc ARM duoc cong ty Anh ARM Holding dang ky ban quyen,Cau truc ARM duoc cong ty Anh ARM Holding dang ky ban quyen,0.0,0.0
8 Cho Piano,8 Cho Piano,0.0,0.0
cay canh cua dia phuong cung nhu tu nhieu vung mien trong ca nuoc va mot so quoc gia khac nham muc dich thu hut khach du lich den tham quan,ca cah cua daphong cungnu tu niu ungmientongca ocvamt o qucgakhacnham ucdichu hu hach dulichden ham quan,0.9032257795333862,0.2517985701560974
cấu trúc này thường được giản lược bằng cách loại bỏ cấp giáo hạt,cấu trúc này thường được giản lược bằng cách loại bỏ cấp giáo hạt,0.0,0.0
1896 – PHÁT MINH RA RADIO CỦA GUGLIELMO MARCONI ĐƯỢC CẤP BẰNG SÁNG CHẾ,1896  PHÁT MINH RA RADIO CỦA GUGLIELMO MARCONI ĐƯỢC CẤP BẰNG SÁNG CHẾ,0.0714285746216774,0.014285714365541935
8 hoac 8.1 cung nhu ma san pham Windows 10,B hoac 8.1 cung nhu ma san pham Windows 10,0.10000000149011612,0.02380952425301075
cậu tình cờ phát hiện ra một siêu máy tính nằm trong một nhà máy bị bỏ hoang gần trường học,cận tình cở phát hiện ra một siêu máy tỉnh nằm trong một nhà máy bị bỏ hoang gần trường học,0.1428571492433548,0.032967034727334976
1914 - KIRIL KONDRASHIN,1914 - KIRIL KONDRASHIN,0.0,0.0
Cau Van Tran,Cau Van Tran,0.0,0.0
1875 – Nguyễn Hữu Huân,1875  Nguyễn Hữu Huân,0.20000000298023224,0.04545454680919647
10 BỘ,10 BỘ,0.0,0.0
Cầu Xã Lạc Xuân,Cầu Xã Lạc Xuân,0.0,0.0
Bắt nguồn từ đông bắc Hà Bắc,Bắt nguồn từ đông bắc Hà Bắc,0.0,0.0
CẦU THỦ XUẤT SẮC NHẤT (QUẢ BÓNG VÀNG) GIẢI VÔ ĐỊCH BÓNG ĐÁ THẾ GIỚI 1986 DO FIFA BÌNH CHỌN - (1986),CẦU THÚ XUẤT SẮC NHẤT (QUẢ BÓNG VÀNG) GIẢI VÔ ĐỊCH BÓNG ĐÁ THẾ GIỚI 1986 DO FIFA BÌNH CHỌN - (1986),0.04545454680919647,0.010101010091602802
cầu thủ trẻ xuất sắc nhất mùa giải của fa premier league: 2008,cầu thủ trẻ xuất sắc nhất mùa giải của fa premier league: 2008,0.0,0.0
CA VŨ NHẤT TÂM): THUYẾT CHO RẰNG BÀI HÁT (BAO GỒM CẢ THƠ) VÀ ĐIỆU MÚA LÀ HAI PHẦN CỦA MỘT TỔNG THỂ,CA VŨ NHẤT TÂM) THUYẾT CHO RÃNG BÀI HÁT (BAO GỒM CẢ THƠ) VÀ ĐIỆU MÚA LÀ HAI PHẦN CỦA MỘT TỔNG THẾ,0.1304347813129425,0.030612245202064514
1924 – MÁY BAY LÊN THẲNG ĐẦU TIÊN BAY ĐƯỢC 1 KM,1924  MÁY BAY LÊN THẲNG ĐẦU TIÊN BAY ĐƯỢC 1 KM,0.0833333358168602,0.021276595070958138
192 quốc gia trong liên hiệp quốc là thành viên của liên minh bưu chính quốc tế trừ andorra,192 quốc gia trong liên hiệp quốc là thành viên của liên minh bưu chính quốc tế trừ andorra,0.0,0.0
1913 - HỌC GIẢ HOÀNG VĂN CHÍ (M,1913 - HỌC GIẢ HOÀNG VĂN CHÍ (M,0.0,0.0
And Roberto Devereux (1837) About Her Affair With The Earl Of Essex,And Roberto Devereux (1837) About Her Affair With The Earl Of Essex,0.0,0.0
cây bạch quả còn là biểu trưng của Nho giáo bởi có truyền thuyết cho rằng,cây bạch quả còn là biểu trưng của Nho giáo bởi có truyền thuyết cho rằng,0.0,0.0
1877) and its effect on egg quality.Journal of current research in science,1877) and its effect on egg quality.Journal of current research in science,0.0,0.0
Cầu treo John A,Cầu treo Jobn A,0.25,0.06666667014360428
Cấu trúc lớn nhất bên trong nhật quyển là dải dòng điện nhật quyển (en:heliospheric current sheet),Cấu trúc lớn nhất bên trong nhật quyền là dải dòng điện nhật quyển (enm-heliospheric current sheet),0.11764705926179886,0.030612245202064514
cấu trúc câu là svo (subject verb object),cấu trúc câu là svo (subject verb object),0.0,0.0
ca vu nhac tu dan ca dan vu;,ca vu nhac tu dan ca dan vu,0.125,0.0357142873108387
8 doi bong xuat sac nhat tai Giai vo dich bong da nu the gioi 1995 duoc trao suat du The van hoi (dong nghia voi viec khong co doi tuyen nao cua chau Phi va chau Dai Duong),Cac ng ao a h a h n h o a hog gh n og ua un o u chau Dun hau D Dung,0.9743589758872986,0.6686046719551086
Cavalier King Charles Spaniel History,Cavalier King Charles Spaniel History,0.0,0.0
Cấu Trúc Vùng Núi Phía Bắc Chủ Yếu Là Đa Phong Hóa Mạnh,Cấu Trúc Vùng Núi Phía Bắc Chủ Yếu Là Đa Phong Hóa Mạnh,0.0,0.0
1922) - Yang di-Pertuan Agong (King) of Malaysia,1922) - Yang di-Pertuan Agong (King) of Malaysia,0.0,0.0
1913 – bảo đại,1913  bảo đại,0.25,0.0714285746216774
cau Van Tri,cau Van Tri,0.0,0.0
2 tháng 5: osama bin laden trùm khủng bố (sinh 1957),2 tháng 5: osama bin laden trùm khủng bố (sinh 1957),0.0,0.0
cả về văn hóa và việc thúc đẩy công nghiệp hiện đại hóa,cả về văn hóa và việc thúc đẩy công nghiệp hiện đại hóa,0.0,0.0
8 byte) mot luc,8 byte) mot luc,0.0,0.0
8–9 trên thang Richter,89 trên thang Richter,0.25,0.04545454680919647
18 Tháng 6 - Hans Vonk,18 Tháng 6 - Hans Vonk,0.0,0.0
19 Tháng 9: Samuel Barlow,19 Tháng 9: Samuel Barlow,0.0,0.0
cấu trúc hông giống chim cũng được tiến hóa trong một nhóm khủng long chân thú riêng biệt,cấu trúc hông giống chim cũng được tiến hóa trong một nhóm khủng long chân thú riêng biệt,0.0,0.0
Andrew (ngay 30 thang 3 nam 2013),Andrew (ngay 30 thang 3 nam 2013),0.0,0.0
8 dau dao,8 dau dao,0.0,0.0
2 THÁNG 5: PAULO FREIRE,2 THÁNG 5: PAULO FREIRE,0.0,0.0
[8] (Fr) Liên Minh Thứ Tư,[8] (Fr) Liên Minh Thứ Tư,0.0,0.0
Cầu Thủ Xuất Sắc Nhất Châu Đại Dương,Cầu Thủ Xuất Sắc Nhất Châu Đại Dương,0.0,0.0
cây ăn quả và cây công nghiệp trong vùng,cây ăn quả và cây công nghiệp trong vùng,0.0,0.0
8A (Ah15),8A (Ah15),0.0,0.0
1923 — Iichiro Tokutomi,1923  Iichiro Tokutomi,0.25,0.043478261679410934
Cau truc cua mot tap tin dinh nghia cach thuc ma tap tin do duoc chua,Cau truc cua mot tap tin dinh nghia cach thuc ma tap tin do duoc chua,0.0,0.0
cây ăn trái khoảng 1.080 ha,cây ăn trái khoảng 1.080 ha,0.0,0.0
"""cầu trí thức ở thế giới","""cầu trí thức ở thế giới",0.0,0.0
and richard h,and richard h,0.0,0.0
1914 - Wendell Corey,1914 - Wendell Corey,0.0,0.0
1880 – Gustave Flaubert,1880  Gustave Flaubert,0.25,0.043478261679410934
cậu ước được lấy sharon làm vợ khi lần đầu gặp cô,cậu ước được lấy sharon làm vợ khi lấn đầu gặp cô,0.0833333358168602,0.020408162847161293
Android Ana Maico 2010,Android Ana Maico 2010,0.0,0.0
ca Vua Ho Cap lan vua Narmer deu duoc mieu ta dang doi vuong mien trang,ca Vua Ho Cap lan vua Narmer deu duoc mieu ta dang doi vuong mien trang,0.0,0.0
1875 - Syngman Rhee,1875 - Syngman Rhee,0.0,0.0
1908 - Michael Redgrave,1908 - Michael Redgrave,0.0,0.0
1900 - Margaret Mitchell,1900 - Margaret Mitchell,0.0,0.0
CÂY CẦU CÓ TỔNG CHIỀU DÀI 32.5 KILÔMÉT (20.2 DẶM) NỐI VÙNG ĐẤT LIỀN THƯỢNG HẢI VỚI CẢNG DƯƠNG SƠN Ở TRUNG QUỐC,CÁY CÂU CÓ TỔNG CHIỀU DÀI 32.5 KILMET (20.2 DẬẠM) NỐI VÙNG ĐẤT LIÊN THƯỢNG HAI VỚI CÀNG DƯƠNG SƠN Ở TRUNG QUỐC,0.30434781312942505,0.08181817829608917
Cầu Thủ Trẻ Xuất Sắc Nhất Giải Vô Địch Bóng Đá Thế Giới Cho Cầu Thủ Xuất Sắc Nhất Dưới 21 Tuổi Tính Đến Thời Điểm Giải Khởi Tranh,Cấu Thủ Trế Xuất Sắc Nhất Giải Vô Đch Bóng Đá Thế GiớiCho Cấu Thủ Xut Sắc Nhn Dướ 1 tổi Tính Đến Thời ĐiểmGiả Khời Tranh,0.48275861144065857,0.11627907305955887
cả Việt Nam và Liên Xô đều gặp khó khăn hơn Trung Quốc,cả Việt Nam và Liên Xô đều gặp khó khăn hơn Trung Quốc,0.0,0.0
8 chức sắc,8 ChỨC sẮc,0.6666666865348816,0.4000000059604645
Cấu trúc nhu cầu cá nhân,Cấu trúc nhu cầu cá nhân,0.0,0.0
Cấu Trúc Cơ Bản Như Thế Này Cũng Được Tìm Thấy Trong Nhiều Khoáng Chất Khác Và Được Biết Đến Như Là Cấu Trúc Halua,Cấu Trúc Cơ Bản Như Thế Này Cũng Được Tìm Thấy Trong Nhiều Khoáng Chất Kháo Và Được Biết Đến Như Là Cấu Trúc Haiua,0.07999999821186066,0.017543859779834747
cả với công chúng lẫn riêng tư,cả với công chúng lẫn riêng tư,0.0,0.0
câu truyện của nó tập trung vào vùng thuộc địa riêng biệt của confederate được ám chỉ trong hướng dẫn sử dụng của starcraft,câu truyện của nó ập trung vào vùng thuộc địariêng biệt của conferate được ám chỉ trong hướng dẫn sử dụng củasarait,0.25,0.0731707289814949
Ca won Nam va won Bac thay the tien yen,Ca won Nam va won Bac thay the tien yen,0.0,0.0
1893 – Tong thong Phap Sadi Carnot ra sac lenh xay dung mot cay cau moi bac qua song Seine tai Paris,1893  Tong thong Phap Sadi Carnot ra sac lenh xay dung mot cay cau moi bac qua song Seine tai Paris,0.04545454680919647,0.009999999776482582
andrew jackson's campaign against the british,ANDREW JACKSON'S CAMPAIGN AGAINST THE BRITISH,1.0,0.8666666746139526
1896]] ĐẾN 1924 - KHÔNG THAM DỰ,1896]] ĐẾN 1924 - KHÔNG THAM DỰ,0.0,0.0
CẦU THỦ TRẺ XUẤT SẮC NHẤT CAMPEONATO PAULISTA (1): 2009,CẦU THỦ TRẺ XUẤT SẮC NHẤT CAMPEONATO PAULISTA (1): 2009,0.0,0.0
Cây Cải Xoong Rừng (Cardamine Flexuosa),Cây Cải Xoong Rừng (Cardamine Flexuosa),0.0,0.0
Cầu Vạn Bú (Mường La),Cầu Vạn Bú (Mường La),0.0,0.0
"""1907 – Lương Khải Siêu Triển Khai Đại Hội Thành Lập """"Chính Văn Xã"""" Tại Tokyo""","""1907  Lương Khải Siêu Triển Khai Đại Hội Thành Lập """"Chính Văn Xã"""" Tại Tokyo""",0.0625,0.012500000186264515
2 THÁNG 7: LINDSAY LOHAN,2 THÁNG 7: LINDSAY LOHAN,0.0,0.0
1915 - ALBERT HOURANI,1915 - ALBERT HOURANI,0.0,0.0
Cầu thủ xuất sắc nhất Nam Mỹ,Cầu thủ xuất sắc nhất Nam Mỹ,0.0,0.0
1878 – Werner von Blomberg,1878  Werner von Blomberg,0.20000000298023224,0.03846153989434242
1899 – NHIẾP VINH TRĂN,1899  NHIẾP VINH TRĂN,0.20000000298023224,0.04545454680919647
1880 – Joshua A,1880  Joshua A,0.25,0.06666667014360428
8 ĐỤC,&ĐỤC,1.0,0.4000000059604645
8 Chiếc Máy Bay B-52 Bị Phá Hủy Nhưng Điều Đáng Tiếc Nhất Là Vũ Công Đài Đã Anh Dũng Hy Sinh,1 Chiếc Máy Bay B-52 Bị Phá Hủy Nhưng Điểu Đáng Tiếc Nhất Là Vũ Công Đài Đã Anh Dũng Hy Sinh,0.09090909361839294,0.021739130839705467
1926 – Hệ thống quốc lộ được đánh số tại Hoa Kỳ được thành lập,1926  Hệ thống quốc lộ được đánh số tại Hoa Kỳ được thành lập,0.06666667014360428,0.016129031777381897
Cày,Cày,0.0,0.0
1 bằng khen olympic vật lý châu á (đỗ thuỳ trang),1 bằng khen olympic vật lý châu á (đỗ thuỳ trang),0.0,0.0
